<http://ceur-ws.org/Vol-462/>;;User-Centred Design and Evaluation of Adaptive Systems 2009;;02-Jun-2009;;Proceedings of the 6th Workshop on User Centred Design and Evaluation of;;Adaptive Systems (UCDEAS09), Trento, Italy, June 26, 2009
<http://ceur-ws.org/Vol-461/>;;Web Information Systems Modeling 2009;;02-Jun-2009;;Proceedings of the 6th International Workshop on Web Information Systems;;Modeling (WISM 2009), Amsterdam, The Netherlands, June 8, 2009
<http://ceur-ws.org/Vol-460/>;;Ontology, Conceptualization and Epistemology for Information Systems, Software Engineering and Service Science 2009;;02-Jun-2009;;Proceedings of the 3rd International Workshop on Ontology;;June 8, 2009
<http://ceur-ws.org/Vol-459/>;;Governance, Risk and Compliance 2009;;02-Jun-2009;;Proceedings of the 2nd International Workshop on Governance, Risk and;;Compliance (GRCIS'09), Amsterdam, The Netherlands, June 8, 2009
<http://ceur-ws.org/Vol-458/>;;Enterprise & Organizational Modeling and Simulation 2009;;02-Jun-2009;;Proceedings of the 5th International Workshop on Enterprise &;;Netherlands, June 8 - 9, 2009
<http://ceur-ws.org/Vol-457/>;;Domain Engineering 2009;;02-Jun-2009;;Proceedings of the First International Workshop on Domain Engineering (DE@CAiSE'09), Amsterdam, The Netherlands, June 9, 2009;;Proceedings of the First International Workshop on Domain Engineering (DE@CAiSE'09), Amsterdam, The Netherlands, June 9, 2009
<http://ceur-ws.org/Vol-456/>;;Business/IT Alignment and Interoperability 2009;;02-Jun-2009;;Proceedings of the 4th International Workshop on Business/IT Alignment;;2009
<http://ceur-ws.org/Vol-455/>;;Model-Driven Web Engineering 2009;;02-Jun-2009;;Proceedings of the 5th International Workshop on Model-Driven Web Engineering (MDWE-2009), San Sebastián, Spain, June 22, 2009;;Proceedings of the 5th International Workshop on Model-Driven Web Engineering (MDWE-2009), San Sebastián, Spain, June 22, 2009
<http://ceur-ws.org/Vol-454/>;;Spring Young Researchers' Colloquium on Databases and Information Systems 2009;;01-Jun-2009;;Proceedings of the 6th Spring Young Researchers' Colloquium on Databases;;28-29, 2009
<http://ceur-ws.org/Vol-453/>;;CAiSE Forum 2009;;28-May-2009;;Proceedings of the CAiSE'09 Forum at the 21th International Conference on Advanced Information Systems Engineering;;Amsterdam, The Netherlands, 8-12 June 2009
<http://ceur-ws.org/Vol-452/>;;Towards Clean Diesel Engines 2009;;27-May-2009;;Proceedings of the 7th International Symposium Towards Clean Diesel Engines (TCDE 2009);;Aachen, Germany, June 4-5, 2009
<http://ceur-ws.org/Vol-451/>;;Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion 2008;;07-May-2009;;Proceedings of the 15th RCRA workshop on Experimental Evaluation of;;Udine, Italy, December 12-13, 2008
<http://ceur-ws.org/Vol-450/>;;Alberto Mendelzon International Workshop on Foundations of Data Management 2009;;05-May-2009;;Proceedings of the 3rd Alberto Mendelzon International Workshop on;;Foundations of Data Management (AMW09), Arequipa, Peru, May 12-15, 2009
<http://ceur-ws.org/Vol-449/>;;Scripting and Development for the Semantic Web 2009;;10-Jun-2009;;Proceedings of the 5th Workshop on Scripting and Development for the Semantic Web (SFSW '09);;Heraklion, Greece, May 31, 2009
<http://ceur-ws.org/Vol-448/>;;Controlled Natural Language 2009;;28-Apr-2009;;Pre-Proceedings of the Workshop on Controlled Natural Language (CNL 2009), Marettimo Island, Italy, June 8-10, 2009;;Pre-Proceedings of the Workshop on Controlled Natural Language (CNL 2009), Marettimo Island, Italy, June 8-10, 2009
<http://ceur-ws.org/Vol-447/>;;Trust and Privacy on the Social and Semantic Web 2009;;01-May-2009;;Proceedings of the 1st Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009), Heraklion, Greece, June 1, 2009;;Proceedings of the 1st Workshop on Trust and Privacy on the Social and Semantic Web (SPOT2009), Heraklion, Greece, June 1, 2009
<http://ceur-ws.org/Vol-446/>;;Bildverarbeitung für die Medizin 2009: Algorithmen - Systeme - Anwendungen;;21-Apr-2009;;Proceedings des Workshops vom 22. bis 25. März 2009 in Heidelberg;;Proceedings des Workshops vom 22. bis 25. März 2009 in Heidelberg
<http://ceur-ws.org/Vol-445/>;;Web Oriented Software Technologies 2008;;17-Apr-2009;;Proceedings of the 7th International Workshop on Web-Oriented Software;;2008
<http://ceur-ws.org/Vol-444/>;;Towards an Analytic Pragmatism 2009;;15-Apr-2009;;Proceedings of the Workshop on Bob Brandom's Recent Philosophy of;;19-23, 2009
<http://ceur-ws.org/Vol-443/>;;Visual Interfaces to the Social and the Semantic Web 2009;;23-Mar-2009;;Proceedings of the 1st Workshop on Visual Interfaces to the Social and;;8, 2009
<http://ceur-ws.org/Vol-442/>;;Social Simulation and Artificial Societies Analysis 2008;;18-Mar-2009;;Proceedings of the 2nd Workshop on Social Simulation and Artificial;;Societies Analysis (SSASA'08), Barcelona, Spain, November 20-21, 2008
<http://ceur-ws.org/Vol-441/>;;Multimedia Metadata 2009;;17-Mar-2009;;Proceedings of the 9th Workshop on Multimedia Metadata (WMM'09), Toulouse, France, March 19-20, 2009;;Proceedings of the 9th Workshop on Multimedia Metadata (WMM'09), Toulouse, France, March 19-20, 2009
<http://ceur-ws.org/Vol-440/>;;Ontology for the Intelligence Community 2008;;02-Mar-2009;;Proceedings of the Third International Ontology for the Intelligence;;Community Conference (OIC-2008), Fairfax, VA, USA, December 3-4, 2008
<http://ceur-ws.org/Vol-439/>;;Model Driven Development of Advanced User Interfaces 2009;;27-Feb-2009;;Proceedings of the Workshop on Model Driven Development of Advanced User;;Interfaces (MDDAUI '09), Sanibel Island, USA, February 8, 2009
<http://ceur-ws.org/Vol-438/>;;Central-European Workshop on Services and their Composition 2009;;25-Feb-2009;;Proceedings of the 1st Central-European Workshop on Services and their;;Composition (ZEUS 2009), Stuttgart, Germany, March 2-3, 2009
<http://ceur-ws.org/Vol-437/>;;Cross-Media Information Analysis, Extraction and Management 2008;;16-Feb-2009;;Proceedings of the Workshop on Cross-Media Information Analysis;;2008
<http://ceur-ws.org/Vol-436/>;;Italian Workshop on Eclipse Technologies 2008;;09-Feb-2009;;Proceedings of the 3rd Italian Workshop on Eclipse Technologies (Eclipse-IT 2008), Bari, Italy, November 17-18, 2008;;Proceedings of the 3rd Italian Workshop on Eclipse Technologies (Eclipse-IT 2008), Bari, Italy, November 17-18, 2008
<http://ceur-ws.org/Vol-435/>;;Semantic Web Applications and Tools for Life Sciences 2008;;05-Feb-2009;;Proceedings of the Workshop on Semantic Web Applications and Tools for;;Life Sciences (SWAT4LS), Edinburgh, United Kingdom, November 28, 2008
<http://ceur-ws.org/Vol-434/>;;Applications of Logic Programming to the (Semantic) Web and Web Services 2008;;02-Feb-2009;;Proceedings of the 3rd International Workshop on Applications of Logic;;Udine, Italy, December 12, 2008
<http://ceur-ws.org/Vol-433/>;;Concept Lattices and their Applications 2008;;02-Feb-2009;;Proceedings of the 6th International Conference on Concept Lattices and Their Applications (CLA2008);;Olomouc, Czech Republic, October 21-23, 2008
<http://ceur-ws.org/Vol-432/>;;OWL: Experiences and Directions 2008;;19-Jan-2009;;Proceedings of the OWLED 2008 Workshop on OWL: Experiences and Directions;;Karlsruhe, Germany, October 26-27, 2008
<http://ceur-ws.org/Vol-431/>;;Ontology Matching 2008;;23-Dec-2008;;Proceedings of the 3rd International Workshop on Ontology Matching (OM-2008);;Karlsruhe, Germany, October 26, 2008
<http://ceur-ws.org/Vol-430/>;;Online Dispute Resolution 2008;;03-Dec-2008;;Proceedings of the 5th International Workshop on Online Dispute Resolution (ODR 2008), Firenze, Italy, December 13, 2008;;Proceedings of the 5th International Workshop on Online Dispute Resolution (ODR 2008), Firenze, Italy, December 13, 2008
<http://ceur-ws.org/Vol-429/>;;Annotation, Interpretation and Management of Mutations 2008;;17-Dec-2008;;Proceedings of the ECCB 2008 Workshop: Annotation, Interpretation and;;June 22, 2008
<http://ceur-ws.org/Vol-428/>;;East European Workshop on Rule-Based Applications 2008;;17-Dec-2008;;Proceedings of the 2nd East European Workshop on Rule-Based Applications (RuleApps 2008), Patras, Greece, July 23, 2008;;Proceedings of the 2nd East European Workshop on Rule-Based Applications (RuleApps 2008), Patras, Greece, July 23, 2008
<http://ceur-ws.org/Vol-427/>;;Ontologies and their Applications 2008;;17-Dec-2008;;Proceedings of the 3rd Workshop on Ontologies and their Applications (WONTO 2008), Salvador, Bahia, Brazil, October 26, 2008;;Proceedings of the 3rd Workshop on Ontologies and their Applications (WONTO 2008), Salvador, Bahia, Brazil, October 26, 2008
<http://ceur-ws.org/Vol-426/>;;Semantic Web Applications and Perspectives 2008;;15-Dec-2008;;Proceedings of the 5th Workshop on Semantic Web Applications and Perspectives (SWAP2008), Rome, Italy, December 15-17, 2008;;Proceedings of the 5th Workshop on Semantic Web Applications and Perspectives (SWAP2008), Rome, Italy, December 15-17, 2008
<http://ceur-ws.org/Vol-425/>;;Knowledge Engineering and Software Engineering 2008;;10-Dec-2008;;Proceedings of the 4th Workshop on Knowledge Engineering and Software;;Engineering (KESE-2008), Kaiserslautern, Germany, September 23, 2008
<http://ceur-ws.org/Vol-424/>;;EC-TEL PROLEARN Doctoral Consortium 2008;;09-Dec-2008;;Proceedings of the 3rd EC-TEL 2008 PROLEARN Doctoral Consortium, Maastricht, The Netherlands, September 17, 2008;;Proceedings of the 3rd EC-TEL 2008 PROLEARN Doctoral Consortium, Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-423/>;;Uncertainty Reasoning for the Semantic Web 2008;;05-Dec-2008;;Proceedings of the 4th International Workshop on Uncertainty Reasoning;;for the Semantic Web (URSW-2008), Karlsruhe, Germany, October 26, 2008
<http://ceur-ws.org/Vol-422/>;;Identity and Reference on the Semantic Web 2008;;02-Dec-2008;;Proceedings of the 1st International Workshop on Identity and Reference on the Semantic Web (IRSW2008);;Tenerife, Spain, June 2, 2008
<http://ceur-ws.org/Vol-421/>;;ICSOC PhD Symposium 2008;;01-Dec-2008;;Proceedings of the PhD Symposium at the 6the International Conference on Service Oriented Computing (ICSOC 2008);;Sydney, Australia, December 1, 2008
<http://ceur-ws.org/Vol-420/>;;MobIS 2008 Workshops;;20-Nov-2008;;Proceedings of Workshops colocated with the MobIS-2008 conference: EPK-2008, KobAS-2008 and ModKollGP-2008;;Saarbrücken, Germany, November 27-28, 2008
<http://ceur-ws.org/Vol-419/>;;Nature Inspired Reasoning for the Semantic Web 2008;;18-Nov-2008;;Proceedings of the 1st International Workshop on Nature Inspired Reasoning for the Semantic Web (NatuReS-08);;Karlsruhe, Germany, October 27, 2008
<http://ceur-ws.org/Vol-418/>;;The LPAR 2008 Workshops: KEAPPA  and  IWIL 2008;;17-Nov-2008;;Proceedings of the LPAR 2008 Workshops: Knowledge Exchange: Automated Provers and Proof Assistants (KEAPPA), and;;Doha, Qatar, November 22, 2008
<http://ceur-ws.org/Vol-417/>;;Interacting with Multimedia Content in the Social Semantic Web 2008;;12-Nov-2008;;Proceedings of the International Workshop on Interacting with Multimedia Content in the Social Semantic Web (IMC-SSW'08);;Koblenz, Germany, December 3, 2008
<http://ceur-ws.org/Vol-416/>;;Service Matchmaking and Resource Retrieval in the Semantic Web 2008;;11-Nov-2008;;Proceedings of the 2nd International Workshop on Service Matchmaking and Resource Retrieval in the Semantic Web (SMR2-2008);;Karlsruhe, Germany, October 27, 2008
<http://ceur-ws.org/Vol-415/>;;Assistive Technologies for People with Vision and Hearing Impairments 2007;;11-Nov-2008;;Proceedings of the Conference and Workshop on Assistive Technologies for;;Granada, Spain, August 28 - 31, 2007
<http://ceur-ws.org/Vol-414/>;;Information Technologies - Applications and Theory 2008;;04-Nov-2008;;Proceedings of the Conference on Theory and Practice of Information Technologies;;(ITAT 2008), Hrebienok, Slovakia, September 22 - 26, 2008
<http://ceur-ws.org/Vol-413/>;;Modeling Security 2008;;03-Nov-2008;;Proceedings of the Workshop on Modeling Security (MODSEC08);;Toulouse, France, September 28, 2008
<http://ceur-ws.org/Vol-412/>;;Complex Event Processing for the Future Internet 2008;;03-Nov-2008;;Proceedings of the 1st Workshop on Complex Event Processing (iCEP08) for the Future Internet;;Vienna, Austria, September 28, 2008
<http://ceur-ws.org/Vol-411/>;;Non Functional Properties and Service Level Agreements in Service Oriented Computing 2008;;30-Oct-2008;;Proceedings of the 2nd Workshop on Non Functional Properties and Service;;Ireland, November 12, 2008
<http://ceur-ws.org/Vol-410/>;;Knowledge Representation in Medicine 2008;;27-Oct-2008;;Proceedings of the 3rd International Conference on Knowledge Representation in Medicine (KR-MED 2008);;Phoenix (Arizona), United States of America, May 31 - June 2, 2008
<http://ceur-ws.org/Vol-409/>;;Blending Physical and Digital Spaces on the Internet 2008;;27-Oct-2008;;Proceedings of the 1st International Workshop on Blending Physical and Digital Spaces on the Internet;;Vienna, Austria, September 28, 2008
<http://ceur-ws.org/Vol-408/>;;Latin American Workshop on Non-Monotonic Reasoning 2008;;24-Oct-2008;;Proceedings of the 4th Latin American Workshop on Non-Monotonic Reasoning 2008 (LANMR'08);;Puebla, México, October 22 - 24, 2008
<http://ceur-ws.org/Vol-407/>;;Interplay between Usability Evaluation and Software Development 2008;;23-Oct-2008;;Proceedings of the 1st Workshop on the Interplay between Usability;;September 24, 2008
<http://ceur-ws.org/Vol-406/>;;Bayesian Modelling Applications Workshop 2008;;21-Oct-2008;;Proceedings of the 6th Bayesian Modelling Applications Workshop (BMAW 2008), Helsinki, Finland, July 9, 2008;;Proceedings of the 6th Bayesian Modelling Applications Workshop (BMAW 2008), Helsinki, Finland, July 9, 2008
<http://ceur-ws.org/Vol-405/>;;Social Data on the Web 2008;;22-Oct-2008;;Proceedings of the 1st Workshop on Social Data on the Web (SDoW2008), Karlsruhe, Germany, October 27, 2008;;Proceedings of the 1st Workshop on Social Data on the Web (SDoW2008), Karlsruhe, Germany, October 27, 2008
<http://ceur-ws.org/Vol-404/>;;ICEC08 Doctoral Consortium;;21-Oct-2008;;Proceedings of the Doctoral Consortium of the 10th International Conference on Electronic Commerce (ICEC08);;Innsbruck, Austria, August 19, 2008
<http://ceur-ws.org/Vol-403/>;;Personal Identification and Collaborations: Knowledge Mediation and Extraction 2008;;18-Oct-2008;;Proceedings of the 3rd Expert Finder Workshop on Personal Identification;;Karlsruhe, Germany, October 27, 2008
<http://ceur-ws.org/Vol-402/>;;Ambient Information Systems 2008;;13-Oct-2008;;Proceedings of the 2nd International Workshop on Ambient Information Systems (AIS-2008);;Seoul, South Korea, September 21, 2008
<http://ceur-ws.org/Vol-401/>;;ISWC 2008 Posters and Demonstrations;;13-Oct-2008;;Proceedings of the Poster and Demonstration Session at the 7th;;Karlsruhe, Germany, October 28, 2008
<http://ceur-ws.org/Vol-400/>;;Ontology-based Information Extraction Systems 2008;;9-Oct-2008;;Proceedings of the 1st International and KI-08 Workshop on;;Kaiserslautern, Germany, September 23, 2008
<http://ceur-ws.org/Vol-399/>;;Future Internet Symposium 2008 - Poster and Demonstration Papers;;8-Oct-2008;;Proceedings of the Poster and Demonstration Paper Track of the 1st Future Internet Symposium (FIS-2008);;Vienna, Austria, September 28-30, 2008
<http://ceur-ws.org/Vol-398/>;;Knowledge Construction in E-learning Context 2008;;7-Oct-2008;;Proceedings of the Conference on Knowledge Construction in E-learning Context: CSCL, ODL, ICT and SNA;;Cesena, Italy, September 1-2, 2008
<http://ceur-ws.org/Vol-397/>;;Privacy in Location-Based Applications 2008;;7-Oct-2008;;Proceedings of the 1st International Workshop Privacy in Location-Based Applications (PiLBA-2008);;Malaga, Spain, October 9, 2008
<http://ceur-ws.org/Vol-396/>;;Behaviour Monitoring and Interpretation 2008;;28-Sep-2008;;Proceedings of the 2nd Workshop on Behaviour Monitoring and Interpretation (BMI-2008);;Kaiserslautern, Germany, September 23, 2008
<http://ceur-ws.org/Vol-395/>;;Transforming and Weaving Ontologies in Model Driven Engineering 2008;;28-Sep-2008;;Proceedings of the 1st International Workshop on Transforming and;;Toulouse, France, September 28, 2008
<http://ceur-ws.org/Vol-394/>;;Non-functional System Properties in Domain Specific Modeling Languages 2008;;24-Sep-2008;;Proceedings of the 1st International Workshop on;;Toulouse, France, September 28, 2008
<http://ceur-ws.org/Vol-393/>;;Ubiquitous Systems Evaluation 2008;;24-Sep-2008;;Proceedings of the Second Workshop on Ubiquitous Systems Evaluation (USE 2008);;Seoul, South Korea, September 21, 2008
<http://ceur-ws.org/Vol-392/>;;Empirical Studies of Model-Driven Engineering 2008;;16-Sep-2008;;Proceedings of the First Workshop on Empirical Studies of Model-Driven Engineering (ESMDE-2008);;Toulouse, France, September 29, 2008
<http://ceur-ws.org/Vol-391/>;;Explanation-aware Computing 2008;;16-Sep-2008;;Proceedings of the Third International Workshop on;;Patras, Greece, July 21-22, 2008
<http://ceur-ws.org/Vol-390/>;;Contexts and Ontologies 2008;;15-Sep-2008;;Proceedings of the Fourth International Workshop on Contexts and Ontologies (C&O-2008);;Patras, Greece, July 21st, 2008
<http://ceur-ws.org/Vol-389/>;;Model-Driven Web Engineering 2008;;15-Sep-2008;;Proceedings of the 4th International Workshop on Model-Driven Web Engineering (MDWE-2008);;Tolouse, France, September 30, 2008
<http://ceur-ws.org/Vol-388/>;;Mashup Personal Learning Environments 2008;;15-Sep-2008;;Proceedings of the First International Workshop on Mashup Personal Learning Environments (MUPPLE-2008);;Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-387/>;;Inclusive E-Learning - Special Needs and Special Solutions 2008;;10-Sep-2008;;Proceedings of the Workshop on Inclusive E-Learning - Special Needs and Special Solutions (IEL-2008);;Maastricht, The Netherlands, September 16, 2008
<http://ceur-ws.org/Vol-386/>;;Story-Telling and Educational Games 2008;;9-Sep-2008;;Proceedings of the First International Workshop on Story-Telling and Educational Games (STEG-2008);;Maastricht, The Netherlands, September 16, 2008
<http://ceur-ws.org/Vol-385/>;;Search and Exchange of e-le@rning Materials 2008;;9-Sep-2008;;Proceedings of the Second Second International Workshop on Search and Exchange of e-le@rning Materials (SE@M-2008);;Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-384/>;;Individual and Group Adaptation in Collaborative Learning Environments 2008;;9-Sep-2008;;Proceedings of the;;Maastricht, The Netherlands, September 17-19, 2008
<http://ceur-ws.org/Vol-383/>;;Learning in Enterprise 2.0 and Beyond 2008;;6-Sep-2008;;Proceedings of the 1st International Workshop on Learning in Enterprise 2.0 and Beyond (LEB-2008);;Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-382/>;;Social Information Retrieval for Technology Enhanced Learning 2008;;5-Sep-2008;;Proceedings of the 2nd Workshop on;;Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-381/>;;Intelligent Support for Exploratory Environments 2008;;3-Sep-2008;;Proceedings of the 1st International Workshop on Intelligent Support for Exploratory Environments (ISEE-2008);;Maastricht, The Netherlands, September 17, 2008
<http://ceur-ws.org/Vol-380/>;;Algorithmen und Werkzeuge für Petrinetze 2008;;28-Aug-2008;;Proceedings of the 15th German Workshop on Algorithms and Tools for Petri Nets (AWPN-2008);;Rostock, Germany, September 26-27, 2008
<http://ceur-ws.org/Vol-379/>;;K-Space PhD Jamboree Workshop 2008;;19-Aug-2008;;Proceedings of the 2nd K-Space PhD Jamboree Workshop;;Paris, France, July 25, 2008
<http://ceur-ws.org/Vol-378/>;;Empirically Successful Automated Reasoning in Mathematics 2008;;15-Aug-2007;;Proceedings of the CICM Workshop on;;Birmingham, United Kingdom, July 27, 2008
<http://ceur-ws.org/Vol-377/>;;Uncovering Plagiarism, Authorship and Social Software Misuse 2008;;13-Aug-2008;;Proceedings of the ECAI'08 Workshop on;;Patras, Greece, July 22, 2008
<http://ceur-ws.org/Vol-376/>;;Business Support for MDA 2008;;11-Aug-2008;;Proceedings of the 1st International Workshop on Business Support for MDA (MDABIZ-2008);;Zurich, Switzerland, July 3, 2008
<http://ceur-ws.org/Vol-375/>;;Combinations of Intelligent Methods and Applications 2008;;11-Aug-2008;;Proceedings of the 1st International Workshop on;;Patras, Greece, July 22, 2008
<http://ceur-ws.org/Vol-374/>;;Internet of Services Doctoral Symposium 2008;;11-Aug-2008;;Proceedings of the 1st Internet of Services Doctoral Symposium 2008;;Berlin, Germany, March 25, 2008
<http://ceur-ws.org/Vol-373/>;;Practical Aspects of Automated Reasoning 2008;;11-Aug-2008;;Proceedings of the First International Workshop on;;Sydney, Australia, August 10-11, 2008
<http://ceur-ws.org/Vol-372/>;;VERIFY 2008;;11-Aug-2008;;Proceedings of the 5th International Verification Workshop (VERIFY-2008);;Sydney, Australia, August 10-11, 2008
<http://ceur-ws.org/Vol-371/>;;Context Awareness and Trust 2008;;11-Aug-2008;;Proceedings of the 2nd International Workshop on Combining;;Trondheim, Norway, June 16, 2008
<http://ceur-ws.org/Vol-370/>;;Emergent Semantics and Cooperation in Open Systems 2008;;11-Aug-2008;;Proceedings of the 1st International Workshop on;;Rome, Italy, July 1st, 2008
<http://ceur-ws.org/Vol-369/>;;Linked Data on the Web 2008;;10-Jul-2008;;Proceedings of the WWW-2008 Workshop on Linked Data on the Web (LDOW-2008);;Beijing, China, April 22, 2008
<http://ceur-ws.org/Vol-368/>;;Scripting for the Semantic Web 2008;;10-Jul-2008;;Proceedings of the 4th Workshop on Scripting for the Semantic Web (SFSW-2008);;Tenerife, Spain, June 02, 2008
<http://ceur-ws.org/Vol-367/>;;Poster Track of the 5th European Semantic Web Conference 2008;;2-Jul-2008;;Proceedings of the Poster Track of the 5th European Semantic Web Conference (ESWC-2008);;Tenerife, Spain, June 1-5, 2008
<http://ceur-ws.org/Vol-366/>;;Neural-Symbolic Learning and Reasoning 2008;;2-Jul-2008;;Proceedings of the Fourth International Workshop on Neural-Symbolic Learning and Reasoning (NeSy-2008);;Patras, Greece, July 21, 2008
<http://ceur-ws.org/Vol-365/>;;Exploring Modeling Methods for Systems Analysis and Design 2007;;30-Jun-2008;;Proceedings of the 12th International Workshop on;;Trondheim, Norway, 11-15 June, 2007
<http://ceur-ws.org/Vol-364/>;;Exploring Modeling Methods for Systems Analysis and Design 2006;;30-Jun-2008;;Proceedings of the 11th International Workshop on;;Luxembourg, 5-9 June, 2006
<http://ceur-ws.org/Vol-363/>;;Exploring Modeling Methods for Systems Analysis and Design 2005;;30-Jun-2008;;Proceedings of the 10th International Workshop on;;Porto, Portugal, 13-14 June, 2005
<http://ceur-ws.org/Vol-362/>;;Joint SPACE and TIME Workshops 2008;;25-Jun-2008;;Proceedings of the Joint Workshops on Sustaining Privacy in Autonomous Collaborative Environments (SPACE-2008) and;;Trondheim, Norway, June 17, 2008
<http://ceur-ws.org/Vol-361/>;;eUniverSALearning 2007;;27-Jun-2008;;Post-proceedings of the International Conference eUniverSALearning 2007;;Salamanca, Spain, September 12-14, 2007
<http://ceur-ws.org/Vol-360/>;;Semantic Wiki Workshop 2008;;24-Jun-2008;;Proceedings of the Third Semantic Wiki Workshop (SemWiki-2008);;Tenerife, Spain, June 2nd, 2008
<http://ceur-ws.org/Vol-359/>;;Evaluation of Ontology-based Tools and the Semantic Web Service Challenge 2008;;17-Jun-2008;;Proceedings of the 6th International Workshop on;;Tenerife, Spain, June 1-2, 2008
<http://ceur-ws.org/Vol-358/>;;ESWC 2008 Ph.D. Symposium;;16-Jun-2008;;Proceedings of the ESWC 2008 Ph.D. Symposium;;Tenerife, Spain, June 2, 2008
<http://ceur-ws.org/Vol-357/>;;Advanced Learning Technologies for Disabled and Non-Disabled People 2007;;12-Jun-2008;;Proceedings of the Workshop on Advanced Learning Technologies for Disabled and Non-Disabled People (WALTD-2007);;Niigata, Japan, July 18-20, 2007
<http://ceur-ws.org/Vol-356/>;;Social Web and Knowledge Management 2008;;12-Jun-2008;;Proceedings of the WWW2008 Workshop on Social Web and Knowledge Management (SWKM-2008);;Beijing, China, April 22, 2008
<http://ceur-ws.org/Vol-355/>;;Spring Young Researchers' Colloquium on Databases and Information Systems 2008;;10-Jun-2008;;Proceedings of the Spring Young Researchers' Colloquium on;;Saint-Petersburg, Russia, May 29-30, 2008
<http://ceur-ws.org/Vol-354/>;;Supplementary Proceedings of ICCS'08;;11-Jun-2008;;Supplementary Proceedings of the 16th International Conference on Conceptual Structures (ICCS-2008);;Toulouse, France, July 7-11, 2008
<http://ceur-ws.org/Vol-353/>;;Description Logics 2008;;10-Jun-2008;;Proceedings of the 21st International Workshop on;;Dresden, Germany, May 13-16, 2008
<http://ceur-ws.org/Vol-352/>;;Conceptual Structures Tools and the Web 2008;;9-Jun-2008;;Proceedings of the Third Conceptual Structures Tool Interoperability Workshop;;Toulouse, France, July 7, 2008
<http://ceur-ws.org/Vol-351/>;;Collective Semantics: Collective Intelligence and the Semantic Web 2008;;2-Jun-2008;;Proceedings of the First International Workshop on;;Tenerife, Spain, June 2, 2008
<http://ceur-ws.org/Vol-350/>;;Advancing Reasoning on the Web: Scalability and Commonsense 2008;;29-May-2008;;Proceedings of the Workshop on Advancing Reasoning on the Web: Scalability and Commonsense (ARea-2008);;Tenerife, Spain, June 2, 2008
<http://ceur-ws.org/Vol-349/>;;Technology Support for Self-Organized Learners 2008;;28-May-2008;;Proceedings of the TEN Competence Special Technolgoy Track on;;Salzburg, Austria, May 26, 2008
<http://ceur-ws.org/Vol-348/>;;Ontologies: Reasoning and Modularity 2008;;26-May-2008;;Proceedings of the Workshop on Ontologies: Reasoning and Modularity (WORM-2008);;Tenerife, Spain, June 2, 2008
<http://ceur-ws.org/Vol-347/>;;Bildverarbeitung für die Medizin 2008: Algorithmen - Systeme - Anwendungen;;26-May-2008;;Proceedings des Workshops vom 6. bis 8. April 2008 in Berlin;;Proceedings des Workshops vom 6. bis 8. April 2008 in Berlin
<http://ceur-ws.org/Vol-346/>;;Semantic Metadata Management and Applications 2008;;27-May-2008;;Proceedings of the 1st Workshop on;;Tenerife, Spain, June 2nd, 2008
<http://ceur-ws.org/Vol-345/>;;Advanced Learning Technologies for Disabled and Non-Disabled People 2008;;16-May-2008;;Proceedings of the Workshop on;;Santander, Spain, July 1-5, 2008
<http://ceur-ws.org/Vol-344/>;;CAiSE Forum 2008;;4-Jun-2008;;Proceedings of the CAiSE'08 Forum at the 20th International Conference on Advanced Information Systems Engineering;;Montpellier, France, June 18-20, 2008
<http://ceur-ws.org/Vol-343/>;;CAiSE Doctoral Consortium 2008;;6-Jun-2008;;Proceedings of the  15th Doctoral Consortium;;Montpellier, France, June 16-17, 2008
<http://ceur-ws.org/Vol-342/>;;Regulations Modelling and Deployment 2008;;9-Jun-2008;;Proceedings of the International Workshop on Regulations Modelling and Deployment (ReMoD'08);;Montpellier, France, June 17, 2008
<http://ceur-ws.org/Vol-341/>;;Model Driven Information Systems Engineering: Enterprise, User and System Models 2008;;9-Jun-2008;;Proceedings of the International Workshop on Model Driven Information;;Montpellier, France, June 16-17, 2008
<http://ceur-ws.org/Vol-340/>;;Model Driven Interoperability for Sustainable Information Systems 2008;;9-Jun-2008;;Proceedings of the 1st International Workshop on;;Montpellier, France, June 16, 2008
<http://ceur-ws.org/Vol-339/>;;Governance, Risk and Compliance - Applications in Information Systems 2008;;9-Jun-2008;;Proceedings of the 1st International Workshop on Governance, Risk and Compliance:;;Montpellier, France, June 17, 2008
<http://ceur-ws.org/Vol-338/>;;Enterprise & Organizational Modeling and Simulation 2008;;9-Jun-2008;;Proceedings of the 4th International Workshop on Enterprise & Organizational;;Montpellier, France, June 16-17, 2008
<http://ceur-ws.org/Vol-337/>;;Exploring Modeling Methods for Systems Analysis and Design 2008;;9-Jun-2008;;Proceedings of the 13th International Workshop on;;Montpellier, France, June 16-17, 2008
<http://ceur-ws.org/Vol-336/>;;Business/IT Alignment and Interoperability 2008;;10-Jun-2008;;Proceedings of the Third International Workshop on Business/IT Alignment and Interoperability (BUSITAL'08);;Montpellier, France, June 16-17, 2008
