@relation page

@attribute class {none,title,pages,authors,veditor,vtitle}
@attribute fontsize numeric
@attribute weight numeric
@attribute style numeric
@attribute replaced numeric
@attribute nlines numeric
@attribute depth numeric
@attribute tlength numeric
@attribute pdigits numeric
@attribute plower numeric
@attribute pupper numeric
@attribute pspaces numeric
@attribute ppunct numeric
@attribute relx numeric
@attribute rely numeric

@data
authors,0.957938,0,1,0,1,0,115,0,0.756522,0.104348,0.095652,0.043478,0.201681,0.940201
none,0.778324,0,0,0,4,2,28,0.857143,0,0,0,0,0.99651,0.961538
none,0.778324,0,0,0,2,1,14,0.857143,0,0,0,0,0.99651,0.913066
pages,0.778324,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.890617
pages,0.778324,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.915203
pages,0.778324,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.939789
pages,0.778324,0,0,0,1,0,7,0.857143,0,0,0,0,0.99651,0.964375
none,0.957938,0,0.325581,0,2,1,129,0,0.767442,0.108527,0.100775,0.007752,0.134328,0.964449
title,0.957938,0,0,0,1,0,87,0,0.793103,0.091954,0.114943,0,0.134328,0.954271
authors,0.957938,0,1,0,1,0,42,0,0.714286,0.142857,0.071429,0.02381,0.084606,0.964824
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.970105
none,0.957938,0,0,0,1,1,48,0,0.8125,0.020833,0.145833,0.020833,0.037603,0.979899
none,0.957938,0,0,0,1,0,34,0,0.794118,0.029412,0.176471,0,0.03372,0.979899
none,0.957938,0,0,0,1,0,13,0,0.923077,0,0.076923,0,0.250455,0.979899
none,0.957938,0,0,0,1,0,1,0,0,0,0,1,0.310606,0.979899
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.981565
none,0.838196,0,0,0,2,1,108,0.111111,0.666667,0.055556,0.101852,0.027778,0.039851,1
none,0.838196,0,0,0,1,0,58,0.103448,0.637931,0.086207,0.103448,0.034483,0.039851,0.990462
none,0.838196,0,0,0,1,0,50,0.12,0.7,0.02,0.1,0.02,0.03778,1
none,1,0.222454,0.150914,0,47,3,1942,0.022657,0.693615,0.105561,0.124614,0.022142,?,?
none,1.139096,1,0,0,1,1,19,0.157895,0.263158,0.368421,0,0.052632,0.936492,0.00953
none,1.139096,1,0,0,1,0,12,0,0.25,0.5,0,0.083333,0.875589,0.00953
none,1.139096,1,0,0,1,0,7,0.428571,0.285714,0.142857,0,0,0.9439,0.00953
none,0.959239,1,0,0,1,0,21,0.380952,0.380952,0,0,0.142857,0.938053,0.027155
none,0.779381,0,0,0,1,0,183,0.021858,0.775956,0.016393,0.15847,0.016393,0.58,0.052846
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.078523
none,1.918477,1,0,0,1,0,13,0.307692,0.461538,0.153846,0.076923,0,0.033161,0.097595
vtitle,1.918477,1,0,0,1,0,37,0,0.648649,0.135135,0.162162,0.027027,0.057143,0.125773
none,1.139096,1,0,0,1,0,101,0.079208,0.623762,0.108911,0.138614,0.019802,0.202532,0.180395
none,1.139096,1,0,0,1,0,28,0.214286,0.357143,0.107143,0.178571,0.142857,0.034006,0.208305
none,0.959239,1,0,0,1,0,9,0,0.777778,0.111111,0.111111,0,0.028571,0.235574
none,1.139096,1,0,0,3,2,50,0,0.6,0.12,0.16,0,0.031652,0.283698
none,1.139096,1,0,0,1,1,18,0,0.722222,0.111111,0.111111,0,0.031652,0.273656
veditor,1.139096,1,0,0,1,0,16,0,0.8125,0.125,0.0625,0,0.031281,0.273656
none,1.139096,1,0,0,1,0,2,0,0,0,0.5,0,0.170339,0.273656
veditor,1.139096,1,0,0,1,0,16,0,0.5625,0.125,0.1875,0,0.030217,0.291355
veditor,1.139096,1,0,0,1,0,16,0,0.5,0.125,0.1875,0,0.030047,0.309054
none,0.959239,0,0,0,5,2,323,0.003096,0.678019,0.126935,0.120743,0.040248,0.057348,0.356371
none,0.959239,0,0,0,1,1,85,0.011765,0.647059,0.141176,0.117647,0.047059,0.057348,0.336049
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.027073,0.336049
none,0.959239,0,0,0,1,0,36,0.027778,0.722222,0.111111,0.083333,0,0.045405,0.336049
none,0.959239,0,0,0,1,0,47,0,0.617021,0.170213,0.12766,0.085106,0.37006,0.336049
none,0.959239,0,0,0,2,1,118,0,0.686441,0.144068,0.118644,0.042373,0.045977,0.355372
none,0.959239,0,0,0,1,0,56,0,0.767857,0.089286,0.125,0,0.0401,0.350305
none,0.959239,0,0,0,1,0,15,0,0.6,0.133333,0.133333,0.133333,0.390826,0.350305
none,0.959239,0,0,0,1,0,5,0,0,1,0,0,0.027754,0.364562
none,0.959239,0,0,0,1,0,42,0,0.690476,0.119048,0.119048,0.071429,0.080135,0.364562
none,0.959239,0,0,0,1,0,3,0,0,0,0.333333,0,0.027211,0.378819
none,0.959239,0,0,0,1,0,56,0,0.767857,0.089286,0.125,0,0.06015,0.378819
none,0.959239,0,0,0,1,0,15,0,0.6,0.133333,0.133333,0.133333,0.405505,0.378819
none,0.959239,0,0,0,1,0,4,0,0,0,0.25,0,0.02735,0.393075
none,0.959239,0,0,0,1,0,25,0,0.84,0.08,0.08,0,0.05336,0.393075
none,0.959239,0,0,0,1,0,17,0,0.588235,0.176471,0.117647,0.117647,0.220339,0.393075
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.402013
none,1.438858,1,0,0,1,0,17,0,0.764706,0.117647,0.117647,0,0.032389,0.423497
none,1.139096,1,0,0,1,0,26,0.038462,0.653846,0.115385,0.153846,0.038462,0.077005,0.455412
none,0.959239,0,0.631148,0,2,2,123,0,0.723577,0.121951,0.105691,0.02439,0.116317,0.488981
none,0.959239,0,0,0,1,1,46,0,0.695652,0.130435,0.130435,0,0.082664,0.48201
title,0.959239,0,0,0,1,0,37,0,0.72973,0.135135,0.135135,0,0.077503,0.48201
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.283178,0.48201
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.299652,0.48201
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.326874,0.48201
authors,0.959239,0,1,0,1,0,77,0,0.74026,0.116883,0.090909,0.038961,0.116317,0.496266
none,0.959239,0,0.164557,0,2,1,79,0,0.721519,0.139241,0.126582,0,0.104651,0.522727
title,0.959239,0,0,0,1,0,66,0,0.712121,0.136364,0.136364,0,0.104651,0.515275
authors,0.959239,0,1,0,1,0,13,0,0.769231,0.153846,0.076923,0,0.065753,0.529532
none,1.139096,1,0,0,1,0,28,0.035714,0.678571,0.107143,0.142857,0.035714,0.078775,0.560245
none,0.959239,0,0.186275,0,2,2,103,0,0.747573,0.106796,0.106796,0.009709,0.119403,0.595041
none,0.959239,0,0,0,1,1,84,0,0.72619,0.107143,0.119048,0.011905,0.119403,0.586558
title,0.959239,0,0,0,1,0,75,0,0.746667,0.106667,0.12,0.013333,0.108926,0.586558
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.509721,0.586558
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.533101,0.586558
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.552654,0.586558
authors,0.959239,0,1,0,1,0,19,0,0.842105,0.105263,0.052632,0,0.068768,0.600815
none,1.139096,1,0,0,1,0,27,0.037037,0.666667,0.111111,0.148148,0.037037,0.079034,0.631722
none,0.959239,0,0.168675,0,2,2,84,0,0.678571,0.130952,0.130952,0,0.105727,0.667355
none,0.959239,0,0,0,1,1,70,0,0.657143,0.128571,0.142857,0,0.105727,0.657841
title,0.959239,0,0,0,1,0,61,0,0.672131,0.131148,0.147541,0,0.097429,0.657841
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.443787,0.657841
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.465157,0.657841
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.486942,0.657841
authors,0.959239,0,1,0,1,0,14,0,0.785714,0.142857,0.071429,0,0.066298,0.672098
none,0.959239,0,0.230769,0,2,2,66,0,0.742424,0.121212,0.106061,0,0.089219,0.701102
none,0.959239,0,0,0,1,1,51,0,0.72549,0.117647,0.117647,0,0.089219,0.691107
title,0.959239,0,0,0,1,0,42,0,0.761905,0.119048,0.119048,0,0.083237,0.691107
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.337278,0.691107
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.355401,0.691107
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.380792,0.691107
authors,0.959239,0,1,0,1,0,15,0,0.8,0.133333,0.066667,0,0.066667,0.705363
none,1.139096,1,0,0,1,0,40,0.025,0.625,0.1,0.15,0.025,0.090339,0.736555
none,0.959239,0,0.373134,0,2,2,135,0,0.733333,0.125926,0.103704,0.022222,0.134078,0.773416
none,0.959239,0,0,0,1,1,85,0,0.729412,0.129412,0.105882,0.011765,0.134078,0.76239
title,0.959239,0,0,0,1,0,76,0,0.75,0.131579,0.105263,0.013158,0.121008,0.76239
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.565511,0.76239
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.590592,0.76239
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.608256,0.76239
authors,0.959239,0,1,0,1,0,50,0,0.74,0.12,0.1,0.04,0.08933,0.776646
none,0.959239,0,0.517647,0,2,2,86,0,0.732558,0.116279,0.104651,0.023256,0.084408,0.807163
none,0.959239,0,0,0,1,1,42,0,0.761905,0.095238,0.095238,0,0.080717,0.795655
title,0.959239,0,0,0,1,0,33,0,0.818182,0.090909,0.090909,0,0.075789,0.795655
none,0.959239,0,0,0,1,0,2,0,0,0,0.5,0,0.265427,0.795655
none,0.959239,0,0,0,1,0,6,0,0.833333,0.166667,0,0,0.281359,0.795655
none,0.959239,0,0,0,1,0,1,0,0,0,0,0,0.309183,0.795655
authors,0.959239,0,1,0,1,0,44,0,0.704545,0.136364,0.113636,0.045455,0.084408,0.809912
none,1.139096,1,0,0,1,0,16,0,0.8125,0.125,0.0625,0,0.069431,0.841389
none,0.959239,0,0.121951,0,2,1,84,0,0.72619,0.095238,0.154762,0,0.105263,0.879477
none,0.959239,0,0,0,1,0,74,0,0.72973,0.081081,0.162162,0,0.105263,0.866938
none,0.959239,0,1,0,1,0,10,0,0.7,0.2,0.1,0,0.064458,0.881195
none,0.959239,0,0.276596,0,2,1,49,0,0.755102,0.081633,0.122449,0,0.074844,0.913223
none,0.959239,0,0,0,1,0,36,0,0.75,0.055556,0.138889,0,0.074844,0.900204
none,0.959239,0,1,0,1,0,13,0,0.769231,0.153846,0.076923,0,0.066359,0.91446
none,0.959239,0,0.205128,0,2,1,80,0,0.725,0.0625,0.1375,0.0125,0.093506,0.94697
none,0.959239,0,0,0,1,0,64,0,0.703125,0.046875,0.15625,0.015625,0.093506,0.933469
none,0.959239,0,1,0,1,0,16,0,0.8125,0.125,0.0625,0,0.066977,0.947726
none,0.959239,0,0.253521,0,2,1,73,0,0.753425,0.082192,0.123288,0.013699,0.088561,0.980716
none,0.959239,0,0,0,1,0,55,0,0.727273,0.072727,0.145455,0.018182,0.088561,0.966735
none,0.959239,0,1,0,1,0,18,0,0.833333,0.111111,0.055556,0,0.068376,0.980991
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.987919
none,0.839334,0,0,0,1,0,42,0.142857,0.619048,0.071429,0.095238,0.02381,0.035281,1
none,1,0.271186,0.22155,0,38,2,1662,0.027076,0.700361,0.1071,0.11432,0.023466,?,?
none,1.142961,1,0,0,1,1,19,0.157895,0.263158,0.368421,0,0.052632,0.936492,0.012069
none,1.142961,1,0,0,1,0,12,0,0.25,0.5,0,0.083333,0.875589,0.012069
none,1.142961,1,0,0,1,0,7,0.428571,0.285714,0.142857,0,0,0.9439,0.012069
none,0.962494,1,0,0,1,0,21,0.380952,0.380952,0,0,0.142857,0.938053,0.034364
none,0.782026,0,0,0,1,0,183,0.021858,0.775956,0.016393,0.15847,0.016393,0.58,0.066838
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.099069
none,1.924987,1,0,0,1,0,8,0.5,0.5,0,0,0,0.031068,0.123909
vtitle,1.924987,1,0,0,1,0,37,0,0.783784,0.108108,0.108108,0,0.059041,0.159686
none,1.142961,1,0,0,1,0,86,0.011628,0.77907,0.081395,0.127907,0,0.096677,0.228448
none,0.962494,1,0,0,1,1,63,0.079365,0.619048,0.142857,0.126984,0,0.048706,0.264605
none,0.962494,1,0,0,1,0,54,0.018519,0.722222,0.092593,0.148148,0,0.042838,0.264605
none,0.962494,1,0,0,1,0,8,0.5,0,0.5,0,0,0.430894,0.264605
none,0.962494,1,0,0,1,0,1,0,0,0,0,0,0.473463,0.264605
none,1.142961,1,0,0,1,0,33,0.181818,0.454545,0.090909,0.151515,0.121212,0.035874,0.298276
none,0.962494,1,0,0,1,0,9,0,0.777778,0.111111,0.111111,0,0.028571,0.332474
none,1.142961,1,0,0,5,1,94,0,0.553191,0.138298,0.117021,0.010638,0.034595,0.418561
veditor,1.142961,1,0,0,1,0,16,0,0.8125,0.125,0.0625,0,0.030858,0.381034
none,1.142961,1,0,0,1,0,2,0,0,0,0.5,0,0.158475,0.381034
veditor,1.142961,1,0,0,1,0,23,0,0.695652,0.173913,0.043478,0,0.033898,0.403448
none,1.142961,1,0,0,1,0,3,0,0,0,0.333333,0,0.238704,0.403448
veditor,1.142961,1,0,0,1,0,13,0,0.769231,0.153846,0.076923,0,0.030019,0.425862
none,1.142961,1,0,0,1,0,4,0,0,0,0.25,0,0.135506,0.425862
veditor,1.142961,1,0,0,1,0,14,0,0.571429,0.214286,0.142857,0.071429,0.030418,0.448276
none,1.142961,1,0,0,1,0,5,0,0,0,0.2,0,0.148404,0.448276
veditor,1.142961,1,0,0,1,0,8,0,0.625,0.25,0.125,0,0.028933,0.47069
none,1.142961,1,0,0,1,0,6,0,0,0,0.166667,0,0.102431,0.47069
none,0.962494,0,0,0,5,1,147,0,0.571429,0.163265,0.129252,0.034014,0.035955,0.543519
none,0.962494,0,0,0,1,0,30,0,0.666667,0.133333,0.133333,0.033333,0.032553,0.504296
none,0.962494,0,0,0,1,0,15,0,0.333333,0.333333,0.133333,0.066667,0.02974,0.522337
none,0.962494,0,0,0,1,0,31,0,0.612903,0.129032,0.129032,0.032258,0.032653,0.540378
none,0.962494,0,0,0,1,0,41,0,0.585366,0.170732,0.121951,0.02439,0.035955,0.558419
none,0.962494,0,0,0,1,0,30,0,0.533333,0.133333,0.133333,0.033333,0.032193,0.57646
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.585097
none,1.44374,1,0,0,1,0,17,0,0.764706,0.117647,0.117647,0,0.032389,0.61645
none,1.142961,1,0,0,1,0,31,0.032258,0.741935,0.096774,0.096774,0.032258,0.081818,0.656034
none,0.962494,0,0.529762,0,2,1,168,0,0.738095,0.119048,0.107143,0.029762,0.133087,0.701662
title,0.962494,0,0,0,1,0,79,0,0.822785,0.088608,0.088608,0,0.116317,0.689003
authors,0.962494,0,1,0,1,0,89,0,0.662921,0.146067,0.123596,0.05618,0.133087,0.707045
none,0.962494,0,0.437909,0,2,1,153,0,0.75817,0.104575,0.117647,0.019608,0.124138,0.744532
title,0.962494,0,0,0,1,0,86,0,0.77907,0.093023,0.127907,0,0.124138,0.7311
authors,0.962494,0,1,0,1,0,67,0,0.731343,0.119403,0.104478,0.044776,0.098765,0.749141
none,0.962494,0,0.271318,0,2,1,129,0,0.767442,0.100775,0.116279,0.015504,0.139535,0.787402
title,0.962494,0,0,0,1,0,94,0,0.797872,0.085106,0.117021,0,0.139535,0.773196
authors,0.962494,0,1,0,1,0,35,0,0.685714,0.142857,0.114286,0.057143,0.077503,0.791237
none,1.142961,1,0,0,1,0,36,0.027778,0.75,0.083333,0.111111,0.027778,0.086747,0.825
none,0.962494,0,0.543624,0,2,1,149,0,0.738255,0.127517,0.107383,0.026846,0.120603,0.873141
title,0.962494,0,0,0,1,0,68,0,0.794118,0.117647,0.088235,0,0.103746,0.857388
authors,0.962494,0,1,0,1,0,81,0,0.691358,0.135802,0.123457,0.049383,0.120603,0.87543
none,0.962494,0,0.38835,0,2,1,103,0,0.776699,0.106796,0.097087,0.019417,0.09931,0.91601
title,0.962494,0,0,0,1,0,63,0,0.84127,0.079365,0.079365,0,0.09931,0.899485
authors,0.962494,0,1,0,1,0,40,0,0.675,0.15,0.125,0.05,0.080537,0.917526
none,0.962494,0,0.586957,0,2,1,92,0,0.706522,0.173913,0.097826,0.021739,0.093385,0.95888
title,0.962494,0,0,0,1,0,38,0,0.631579,0.263158,0.105263,0,0.08099,0.941581
authors,0.962494,0,1,0,1,0,54,0,0.759259,0.111111,0.092593,0.037037,0.093385,0.959622
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.968671
none,0.842182,0,0,0,2,1,84,0.142857,0.654762,0.047619,0.083333,0.02381,0.035398,1
none,0.842182,0,0,0,1,0,43,0.139535,0.627907,0.069767,0.093023,0.023256,0.035398,0.983705
none,0.842182,0,0,0,1,0,41,0.146341,0.682927,0.02439,0.073171,0.02439,0.034557,1
none,1,0.035999,0.36376,0,140,3,6651,0.005713,0.722748,0.126146,0.114569,0.020749,?,?
none,1.175822,1,0,0,1,1,19,0.157895,0.263158,0.368421,0,0.052632,0.936492,0.003749
none,1.175822,1,0,0,1,0,12,0,0.25,0.5,0,0.083333,0.875589,0.003749
none,1.175822,1,0,0,1,0,7,0.428571,0.285714,0.142857,0,0,0.9439,0.003749
none,0.990166,1,0,0,1,0,21,0.380952,0.380952,0,0,0.142857,0.938053,0.010701
none,0.80451,0,0,0,1,0,183,0.021858,0.775956,0.016393,0.15847,0.016393,0.58,0.02085
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.031158
none,1.980332,1,0,0,1,0,18,0,0.833333,0.055556,0.111111,0,0.079558,0.038172
none,1.980332,1,0,0,4,2,58,0.137931,0.62069,0.103448,0.103448,0,0.112676,0.05622
none,1.980332,1,0,0,3,1,58,0.137931,0.62069,0.103448,0.103448,0,0.123308,0.058677
vtitle,1.980332,1,0,0,1,0,30,0.133333,0.7,0.066667,0.1,0,0.160057,0.06586
vtitle,1.980332,1,0,0,1,0,21,0,0.714286,0.095238,0.142857,0,0.128263,0.076882
none,1.980332,1,0,0,1,0,6,0.666667,0,0.333333,0,0,0.393686,0.076882
none,1.980332,1,0,0,1,0,1,0,0,0,0,0,0.456393,0.076882
none,0.990166,0,0,0,1,0,28,0.25,0.357143,0.107143,0.142857,0.107143,0.072362,0.102729
none,0.990166,1,0,0,1,0,9,0,0.777778,0.111111,0.111111,0,0.028571,0.112895
none,1.175822,1,0,0,3,1,50,0,0.64,0.12,0.12,0,0.031683,0.129549
veditor,1.175822,1,0,0,1,0,15,0,0.8,0.133333,0.066667,0,0.031189,0.127745
none,1.175822,1,0,0,1,0,2,0,0,0,0.5,0,0.167797,0.127745
veditor,1.175822,1,0,0,1,0,14,0,0.785714,0.142857,0.071429,0,0.031098,0.134708
none,1.175822,1,0,0,1,0,3,0,0,0,0.333333,0,0.16624,0.134708
veditor,1.175822,1,0,0,1,0,12,0,0.75,0.166667,0.083333,0,0.029795,0.141671
none,1.175822,1,0,0,1,0,4,0,0,0,0.25,0,0.128645,0.141671
none,0.990166,0,0,0,3,1,216,0,0.703704,0.097222,0.125,0.037037,0.052632,0.154221
none,0.990166,0,0,0,1,0,2,0,0,0,0.5,0,0.027073,0.152488
none,0.990166,0,0,0,1,0,35,0,0.828571,0.085714,0.085714,0,0.042381,0.152488
none,0.990166,0,0,0,1,0,28,0,0.678571,0.107143,0.142857,0.071429,0.243487,0.152488
none,0.990166,0,0,0,1,0,3,0,0,0,0.333333,0,0.027211,0.158106
none,0.990166,0,0,0,1,0,42,0,0.833333,0.071429,0.095238,0,0.053215,0.158106
none,0.990166,0,0,0,1,0,41,0,0.634146,0.121951,0.146341,0.04878,0.369803,0.158106
none,0.990166,0,0,0,1,0,4,0,0,0,0.25,0,0.02735,0.163724
none,0.990166,0,0,0,1,0,30,0,0.8,0.1,0.1,0,0.056309,0.163724
none,0.990166,0,0,0,1,0,31,0,0.612903,0.129032,0.129032,0.129032,0.288732,0.163724
none,0,0,0,0,1,0,0,0,0,0,0,0,1,0.168309
none,1.485249,1,0,0,1,0,17,0,0.764706,0.117647,0.117647,0,0.032389,0.175114
none,1.175822,1,0,0,1,0,13,0,0.769231,0.153846,0.076923,0,0.029795,0.188002
none,0.990166,0,0.241935,0,2,1,62,0,0.758065,0.112903,0.129032,0,0.086022,0.199892
title,0.990166,0,0,0,1,0,47,0,0.744681,0.106383,0.148936,0,0.086022,0.198769
authors,0.990166,0,1,0,1,0,15,0,0.8,0.133333,0.066667,0,0.066852,0.204387
none,0.990166,0,0.191176,0,2,1,68,0,0.720588,0.132353,0.117647,0.029412,0.087805,0.213075
title,0.990166,0,0,0,1,0,55,0,0.709091,0.127273,0.127273,0.036364,0.087805,0.211878
authors,0.990166,0,1,0,1,0,13,0,0.769231,0.153846,0.076923,0,0.065455,0.217496
none,0.990166,0,0.15493,0,2,1,71,0,0.661972,0.15493,0.140845,0.014085,0.097959,0.226258
title,0.990166,0,0,0,1,0,60,0,0.65,0.15,0.15,0.016667,0.097959,0.224987
authors,0.990166,0,1,0,1,0,11,0,0.727273,0.181818,0.090909,0,0.064982,0.230605
none,1.175822,1,0,0,1,0,19,0,0.842105,0.105263,0.052632,0,0.031904,0.240493
none,0.990166,0,0.615942,0,2,1,138,0,0.724638,0.130435,0.101449,0.028986,0.133581,0.252623
title,0.990166,0,0,0,1,0,53,0,0.716981,0.150943,0.09434,0,0.090909,0.251204
authors,0.990166,0,1,0,1,0,85,0,0.729412,0.117647,0.105882,0.047059,0.133581,0.256822
none,0.990166,0,0.464286,0,2,1,112,0,0.75,0.116071,0.116071,0.017857,0.094612,0.265806
title,0.990166,0,0,0,1,0,60,0,0.816667,0.083333,0.1,0,0.094612,0.264312
authors,0.990166,0,1,0,1,0,52,0,0.673077,0.153846,0.134615,0.038462,0.092426,0.26993
none,0.990166,0,0.677419,0,2,1,93,0,0.677419,0.16129,0.11828,0.043011,0.100559,0.278988
title,0.990166,0,0,0,1,0,30,0,0.6,0.233333,0.133333,0.033333,0.073022,0.277421
authors,0.990166,0,1,0,1,0,63,0,0.714286,0.126984,0.111111,0.047619,0.100559,0.283039
none,0.990166,0,0.380952,0,2,1,126,0,0.698413,0.134921,0.111111,0.039683,0.109422,0.292171
title,0.990166,0,0,0,1,0,78,0,0.679487,0.141026,0.115385,0.038462,0.109422,0.29053
authors,0.990166,0,1,0,1,0,48,0,0.729167,0.125,0.104167,0.041667,0.086957,0.296148
none,0.990166,0,0.355372,0,2,1,121,0,0.760331,0.107438,0.107438,0.024793,0.112324,0.305354
title,0.990166,0,0,0,1,0,78,0,0.794872,0.089744,0.102564,0.012821,0.112324,0.303638
authors,0.990166,0,1,0,1,0,43,0,0.697674,0.139535,0.116279,0.046512,0.080808,0.309256
none,0.990166,0,0.172414,0,2,1,87,0,0.804598,0.103448,0.08046,0,0.106038,0.318536
title,0.990166,0,0,0,1,0,72,0,0.805556,0.097222,0.083333,0,0.106038,0.316747
authors,0.990166,0,1,0,1,0,15,0,0.8,0.133333,0.066667,0,0.067797,0.322365
none,0.990166,0,0.581081,0,2,1,74,0,0.689189,0.162162,0.108108,0.027027,0.083141,0.331719
title,0.990166,0,0,0,1,0,31,0,0.677419,0.193548,0.096774,0,0.073922,0.329856
authors,0.990166,0,1,0,1,0,43,0,0.697674,0.139535,0.116279,0.046512,0.083141,0.335474
none,0.990166,0,0.405172,0,2,1,116,0,0.741379,0.12931,0.112069,0.017241,0.107463,0.344902
title,0.990166,0,0,0,1,0,69,0,0.753623,0.130435,0.115942,0,0.107463,0.342964
authors,0.990166,0,1,0,1,0,47,0,0.723404,0.12766,0.106383,0.042553,0.08802,0.348582
none,0.990166,0,0.377049,0,2,1,183,0,0.759563,0.098361,0.120219,0.021858,0.191489,0.358084
title,0.990166,0,0,0,1,0,114,0,0.77193,0.087719,0.131579,0.008772,0.191489,0.356073
authors,0.990166,0,1,0,1,0,69,0,0.73913,0.115942,0.101449,0.043478,0.104803,0.361691
none,0.990166,0,0.484536,0,2,1,97,0,0.752577,0.123711,0.103093,0.020619,0.089109,0.371267
title,0.990166,0,0,0,1,0,50,0,0.78,0.12,0.1,0,0.089109,0.369181
authors,0.990166,0,1,0,1,0,47,0,0.723404,0.12766,0.106383,0.042553,0.083916,0.374799
none,0.990166,0,0.484211,0,2,1,95,0,0.715789,0.147368,0.115789,0.021053,0.087591,0.38445
title,0.990166,0,0,0,1,0,49,0,0.714286,0.163265,0.122449,0,0.087591,0.38229
authors,0.990166,0,1,0,1,0,46,0,0.717391,0.130435,0.108696,0.043478,0.083818,0.387908
none,0.990166,0,0.421687,0,2,1,83,0,0.771084,0.108434,0.096386,0.024096,0.084806,0.397632
title,0.990166,0,0,0,1,0,48,0,0.833333,0.083333,0.083333,0,0.084806,0.395399
authors,0.990166,0,1,0,1,0,35,0,0.685714,0.142857,0.114286,0.057143,0.078091,0.401017
none,0.990166,0,0.476744,0,2,1,86,0,0.639535,0.197674,0.127907,0.023256,0.085511,0.410815
title,0.990166,0,0,0,1,0,45,0,0.644444,0.222222,0.111111,0,0.085511,0.408507
authors,0.990166,0,1,0,1,0,41,0,0.634146,0.170732,0.146341,0.04878,0.081725,0.414125
none,0.990166,0,0.359551,0,2,1,89,0,0.662921,0.168539,0.123596,0.011236,0.096904,0.423998
title,0.990166,0,0,0,1,0,57,0,0.649123,0.175439,0.140351,0,0.096904,0.421616
authors,0.990166,0,1,0,1,0,32,0,0.6875,0.15625,0.09375,0.03125,0.076923,0.427234
none,0.990166,0,0.61157,0,2,1,121,0,0.669421,0.165289,0.115702,0.033058,0.114286,0.437181
title,0.990166,0,0,0,1,0,47,0,0.680851,0.191489,0.106383,0,0.085308,0.434724
authors,0.990166,0,1,0,1,0,74,0,0.662162,0.148649,0.121622,0.054054,0.114286,0.440342
none,0.990166,0,0.487805,0,2,1,82,0,0.670732,0.182927,0.121951,0.02439,0.083333,0.450363
title,0.990166,0,0,0,1,0,42,0,0.666667,0.214286,0.119048,0,0.083333,0.447833
authors,0.990166,0,1,0,1,0,40,0,0.675,0.15,0.125,0.05,0.081081,0.453451
none,0.990166,0,0.45098,0,2,1,153,0,0.745098,0.117647,0.111111,0.026144,0.122658,0.463546
title,0.990166,0,0,0,1,0,84,0,0.77381,0.107143,0.107143,0.011905,0.122658,0.460942
authors,0.990166,0,1,0,1,0,69,0,0.710145,0.130435,0.115942,0.043478,0.101983,0.46656
none,0.990166,0,0.426087,0,2,1,115,0,0.73913,0.121739,0.104348,0.026087,0.102273,0.476729
title,0.990166,0,0,0,1,0,66,0,0.787879,0.106061,0.090909,0,0.102273,0.47405
authors,0.990166,0,1,0,1,0,49,0,0.673469,0.142857,0.122449,0.061224,0.084606,0.479668
none,0.990166,0,0.443662,0,2,1,142,0,0.753521,0.112676,0.098592,0.021127,0.115016,0.489911
title,0.990166,0,0,0,1,0,79,0,0.78481,0.101266,0.088608,0,0.115016,0.487159
authors,0.990166,0,1,0,1,0,63,0,0.714286,0.126984,0.111111,0.047619,0.102273,0.492777
none,0.990166,0,0.318681,0,2,1,91,0,0.747253,0.131868,0.098901,0,0.094364,0.503094
title,0.990166,0,0,0,1,0,62,0,0.741935,0.129032,0.112903,0,0.094364,0.500268
authors,0.990166,0,1,0,1,0,29,0,0.758621,0.137931,0.068966,0,0.07438,0.505886
none,0.990166,0,0.356688,0,2,1,157,0,0.726115,0.133758,0.121019,0.019108,0.150628,0.516277
